"population","focal_vr","focal_cov","focal_min_max","projection","lambda","focal_vr_full","focal_cov_full","focal_cov_cat"
"Retin","repro_survival","summerT","min",71,1.01753006389272,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","repro_survival","summerT","min",71,0.96838463271172,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","repro_survival","summerT","min",71,1.03987117395694,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","repro_survival","summerT","min",71,0.935407521177748,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","repro_survival","summerT","min",71,0.878356061088244,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","repro_survival","summerT","min",71,0.869414393035731,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","flowering","prevwinterT","min",71,0.934117856816012,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"SierraRetinY5","flowering","prevwinterT","min",71,0.877706530718048,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Vertedero","flowering","prevwinterT","min",71,0.81795636263629,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Bujeo","non_repro_survival","fallR","min",71,0.94385302546052,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","non_repro_survival","fallR","min",71,0.991159727050404,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","non_repro_survival","fallR","min",71,1.02764045081848,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","non_repro_survival","fallR","min",71,0.974717714199633,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","non_repro_survival","fallR","min",71,0.990054210266747,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","min",71,0.859383959524787,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","min",71,0.923030501747348,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","min",71,0.838758823524284,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","min",71,0.843115840955104,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","min",71,0.931821671661085,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","min",71,1.77407798581287,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","min",71,0.945813575034822,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","min",71,0.957814375319379,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","repro_survival","fallR","min",71,0.822526837261736,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","repro_survival","fallR","min",71,0.882532698339901,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","repro_survival","fallR","min",71,0.800194830269095,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","flowering","prevfallR","min",71,0.925176799044389,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"SierraRetinY5","flowering","prevfallR","min",71,0.829711442023573,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Vertedero","flowering","prevfallR","min",71,0.854878334709944,"Reproduction","Previous fall cumulative
rainfall","Rainfall"
"Bujeo","flowering","prevwinterR","min",71,0.69898025896973,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Prisoneros","flowering","prevwinterR","min",71,1.01783418435194,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Retin","flowering","prevwinterR","min",71,0.902094608633844,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"MonteraTorero","flowering","prevwinterR","min",71,0.943753834919246,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"SCarbDist","flowering","prevwinterR","min",71,0.937592373956562,"Reproduction","Previous winter cumulative
rainfall","Rainfall"
"Bujeo","non_repro_survival","dens","min",71,0.711485177688016,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","non_repro_survival","dens","min",71,0.671130718714112,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","non_repro_survival","dens","min",71,0.918286196446249,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","non_repro_survival","dens","min",71,0.967749110579289,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","non_repro_survival","dens","min",71,0.983758641520384,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","non_repro_survival","dens","min",71,0.832184707935551,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","non_repro_survival","dens","min",71,0.87157155157479,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","non_repro_survival","dens","min",71,0.840179650402666,"Non-reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","repro_survival","dens","min",71,4.71896251000251,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Prisoneros","repro_survival","dens","min",71,0.661641427153978,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Retin","repro_survival","dens","min",71,0.842567769700959,"Reproductive
survival","Aboveground density of
large individuals","Density"
"MonteraTorero","repro_survival","dens","min",71,0.926808244037962,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SCarbDist","repro_survival","dens","min",71,0.976490283104717,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","repro_survival","dens","min",71,0.837511670000032,"Reproductive
survival","Aboveground density of
large individuals","Density"
"SierraRetinY5","repro_survival","dens","min",71,0.88162033557534,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Vertedero","repro_survival","dens","min",71,0.838839460192392,"Reproductive
survival","Aboveground density of
large individuals","Density"
"Bujeo","flowering","dens","min",71,0.87877382351889,"Reproduction","Aboveground density of
large individuals","Density"
"Prisoneros","flowering","dens","min",71,0.558971209244778,"Reproduction","Aboveground density of
large individuals","Density"
"Retin","flowering","dens","min",71,0.957086524645961,"Reproduction","Aboveground density of
large individuals","Density"
"MonteraTorero","flowering","dens","min",71,0.970140092066269,"Reproduction","Aboveground density of
large individuals","Density"
"SCarbDist","flowering","dens","min",71,0.932136603317018,"Reproduction","Aboveground density of
large individuals","Density"
"SierraCarboneraY5","flowering","dens","min",71,0.853675352154374,"Reproduction","Aboveground density of
large individuals","Density"
"SierraRetinY5","flowering","dens","min",71,0.859407313159364,"Reproduction","Aboveground density of
large individuals","Density"
"Vertedero","flowering","dens","min",71,0.827013161030455,"Reproduction","Aboveground density of
large individuals","Density"
"Bujeo","non_repro_survival","summerT","max",71,0.900662363262797,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","non_repro_survival","summerT","max",71,0.958047078968189,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","non_repro_survival","summerT","max",71,0.858226919818471,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","non_repro_survival","summerT","max",71,0.974947447903929,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","non_repro_survival","summerT","max",71,0.968699887542929,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","non_repro_survival","summerT","max",71,0.860909182425742,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","non_repro_survival","summerT","max",71,0.874690927481625,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","non_repro_survival","summerT","max",71,0.874553303039629,"Non-reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Bujeo","repro_survival","summerT","max",71,0.860427521045774,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Prisoneros","repro_survival","summerT","max",71,1.03197196648624,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Retin","repro_survival","summerT","max",71,0.990575931643037,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"MonteraTorero","repro_survival","summerT","max",71,1.00237917078914,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SCarbDist","repro_survival","summerT","max",71,0.963009430494576,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","repro_survival","summerT","max",71,0.860696117159883,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraRetinY5","repro_survival","summerT","max",71,0.901267789832736,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"Vertedero","repro_survival","summerT","max",71,0.812307766870802,"Reproductive
survival","Next summer mean max.
daily temperature","Temperature"
"SierraCarboneraY5","flowering","prevwinterT","max",71,0.916560898886141,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"SierraRetinY5","flowering","prevwinterT","max",71,0.884214641706278,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Vertedero","flowering","prevwinterT","max",71,0.846928583113687,"Reproduction","Previous winter mean max.
daily temperature","Temperature"
"Bujeo","non_repro_survival","fallR","max",71,1.23171261201015,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","non_repro_survival","fallR","max",71,1.00492775992609,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","non_repro_survival","fallR","max",71,1.39452125313988,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","non_repro_survival","fallR","max",71,0.923231917144387,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","non_repro_survival","fallR","max",71,1.01948415021707,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraCarboneraY5","non_repro_survival","fallR","max",71,0.938784377767899,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SierraRetinY5","non_repro_survival","fallR","max",71,0.852770000345842,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Vertedero","non_repro_survival","fallR","max",71,0.880723112357895,"Non-reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Bujeo","repro_survival","fallR","max",71,0.755396725245426,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Prisoneros","repro_survival","fallR","max",71,1.01784280201853,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"Retin","repro_survival","fallR","max",71,1.0784059137444,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"MonteraTorero","repro_survival","fallR","max",71,0.950908673690017,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
"SCarbDist","repro_survival","fallR","max",71,0.957730697546133,"Reproductive
survival","Next fall cumulative
rainfall","Rainfall"
